facility,category,temperature,gas_ppm,noise_db,radiation,heart_rate,fatigue,hour
Tablet Coating Room,Pharmaceutical,37.9,23.8,68.1,0.0275,73.3,11.2,5.93
Tablet Coating Room,Pharmaceutical,38.8,23.2,71.8,0.0381,72.7,8.1,6.0
Tablet Coating Room,Pharmaceutical,35.5,25.5,70.0,0.0328,70.5,15.1,6.07
Tablet Coating Room,Pharmaceutical,39.4,19.1,72.6,0.0222,76.0,15.6,6.15
Tablet Coating Room,Pharmaceutical,37.2,25.9,71.1,0.0357,72.3,14.4,6.23
Tablet Coating Room,Pharmaceutical,37.5,23.2,69.5,0.0258,71.0,10.5,6.3
Tablet Coating Room,Pharmaceutical,37.3,24.9,69.9,0.0303,72.2,13.9,6.38
Tablet Coating Room,Pharmaceutical,34.2,28.3,68.2,0.0321,71.6,14.7,6.45
Tablet Coating Room,Pharmaceutical,33.8,28.0,71.1,0.0293,73.1,14.3,6.52
Tablet Coating Room,Pharmaceutical,33.1,22.8,68.5,0.0237,70.3,14.9,6.6
Tablet Coating Room,Pharmaceutical,33.4,22.2,67.3,0.0271,75.7,11.0,6.68
Tablet Coating Room,Pharmaceutical,33.3,21.6,67.2,0.0367,70.8,10.7,6.75
Tablet Coating Room,Pharmaceutical,33.1,21.4,68.0,0.032,70.7,11.6,6.82
Tablet Coating Room,Pharmaceutical,33.4,21.7,67.8,0.0305,70.5,10.7,6.9
Tablet Coating Room,Pharmaceutical,32.8,20.9,68.9,0.0396,69.6,12.8,6.98
Tablet Coating Room,Pharmaceutical,32.3,22.6,68.4,0.0258,72.1,10.1,7.05
Tablet Coating Room,Pharmaceutical,32.4,19.7,67.1,0.0293,72.2,14.6,7.12
Tablet Coating Room,Pharmaceutical,32.0,18.9,66.3,0.0282,74.7,11.4,7.2
Tablet Coating Room,Pharmaceutical,31.8,19.1,69.6,0.0284,74.4,12.0,7.27
Tablet Coating Room,Pharmaceutical,29.8,16.3,66.1,0.0222,74.8,10.9,7.35
Tablet Coating Room,Pharmaceutical,29.6,22.5,64.0,0.0217,71.6,13.6,7.43
Tablet Coating Room,Pharmaceutical,29.9,21.5,62.9,0.0451,70.1,15.9,7.5
Tablet Coating Room,Pharmaceutical,29.6,17.9,66.0,0.0337,70.8,13.7,7.57
Tablet Coating Room,Pharmaceutical,29.7,16.6,67.6,0.0335,75.2,12.5,7.65
Tablet Coating Room,Pharmaceutical,29.5,17.4,62.9,0.0285,70.2,8.0,7.73
Tablet Coating Room,Pharmaceutical,28.0,11.2,65.5,0.0298,68.8,10.2,7.8
Tablet Coating Room,Pharmaceutical,28.7,14.5,67.2,0.0263,65.4,12.8,7.88
Tablet Coating Room,Pharmaceutical,31.3,14.5,67.0,0.0279,73.7,11.0,7.95
Tablet Coating Room,Pharmaceutical,27.6,16.9,65.2,0.0249,74.8,12.9,8.02
Tablet Coating Room,Pharmaceutical,29.4,12.3,65.8,0.0335,72.5,9.6,8.1
Tablet Coating Room,Pharmaceutical,27.6,9.9,66.7,0.0228,69.6,13.8,8.18
Tablet Coating Room,Pharmaceutical,28.9,9.0,65.8,0.0258,73.7,10.0,8.25
Tablet Coating Room,Pharmaceutical,27.1,12.9,65.6,0.0341,67.8,8.8,8.32
Tablet Coating Room,Pharmaceutical,26.0,12.8,64.8,0.031,74.3,10.4,8.4
Tablet Coating Room,Pharmaceutical,26.5,7.2,68.2,0.027,72.6,10.3,8.48
Tablet Coating Room,Pharmaceutical,26.0,6.8,66.1,0.0283,72.0,6.9,8.55
Tablet Coating Room,Pharmaceutical,25.7,9.5,63.8,0.0326,69.3,9.4,8.62
Tablet Coating Room,Pharmaceutical,29.0,8.4,65.0,0.0229,73.4,6.6,8.7
Tablet Coating Room,Pharmaceutical,26.8,7.4,65.0,0.0252,70.9,8.2,8.77
Tablet Coating Room,Pharmaceutical,26.2,8.5,66.1,0.0273,72.3,7.5,8.85
Tablet Coating Room,Pharmaceutical,24.5,6.4,64.7,0.0161,71.1,5.0,8.93
Tablet Coating Room,Pharmaceutical,27.0,5.0,63.2,0.0295,69.3,6.4,9.0
Tablet Coating Room,Pharmaceutical,29.4,8.6,68.8,0.0343,73.3,10.0,9.07
Tablet Coating Room,Pharmaceutical,24.9,7.8,65.0,0.0272,71.1,7.7,9.15
Tablet Coating Room,Pharmaceutical,24.8,10.2,66.8,0.0367,68.3,8.6,9.23
Tablet Coating Room,Pharmaceutical,28.0,8.8,66.7,0.0291,70.1,7.4,9.3
Tablet Coating Room,Pharmaceutical,27.6,5.6,67.2,0.0253,73.4,7.3,9.38
Tablet Coating Room,Pharmaceutical,26.6,6.0,66.1,0.0242,71.7,7.4,9.45
Tablet Coating Room,Pharmaceutical,25.1,4.1,69.0,0.0307,71.6,10.9,9.52
Tablet Coating Room,Pharmaceutical,27.8,10.2,63.6,0.0237,71.7,6.7,9.6
Tablet Coating Room,Pharmaceutical,26.0,7.8,64.0,0.0286,73.2,5.3,9.68
Tablet Coating Room,Pharmaceutical,26.5,6.6,65.6,0.0293,70.6,7.0,9.75
Tablet Coating Room,Pharmaceutical,27.5,8.3,66.1,0.0227,72.3,10.5,9.82
Tablet Coating Room,Pharmaceutical,28.0,6.8,65.5,0.0307,71.0,9.4,9.9
Tablet Coating Room,Pharmaceutical,28.7,6.4,67.1,0.0306,66.9,9.4,9.98
Tablet Coating Room,Pharmaceutical,25.7,12.8,64.6,0.0289,74.3,8.5,10.05
Tablet Coating Room,Pharmaceutical,28.7,7.9,67.9,0.0321,66.3,10.3,10.12
Tablet Coating Room,Pharmaceutical,28.6,7.1,64.5,0.03,70.9,9.0,10.2
Tablet Coating Room,Pharmaceutical,29.7,11.0,68.3,0.021,73.1,11.8,10.27
Tablet Coating Room,Pharmaceutical,30.5,9.7,72.3,0.0273,73.6,9.8,10.35
Tablet Coating Room,Pharmaceutical,30.3,12.2,68.3,0.0265,73.3,10.0,10.43
Tablet Coating Room,Pharmaceutical,31.1,12.2,67.5,0.0355,70.3,7.8,10.5
Tablet Coating Room,Pharmaceutical,29.6,12.2,67.4,0.0283,70.9,12.3,10.57
Tablet Coating Room,Pharmaceutical,31.6,13.3,67.2,0.0214,67.8,14.9,10.65
Tablet Coating Room,Pharmaceutical,31.5,13.2,70.5,0.0292,71.6,10.9,10.73
Tablet Coating Room,Pharmaceutical,34.1,14.5,70.4,0.0337,74.3,12.0,10.8
Tablet Coating Room,Pharmaceutical,31.8,19.5,67.1,0.0274,74.8,11.5,10.88
Tablet Coating Room,Pharmaceutical,31.9,13.0,66.6,0.0239,68.4,13.7,10.95
Tablet Coating Room,Pharmaceutical,32.8,15.7,65.6,0.0248,66.6,14.2,11.02
Tablet Coating Room,Pharmaceutical,33.9,14.9,68.0,0.0236,72.1,9.3,11.1
Tablet Coating Room,Pharmaceutical,34.5,16.0,71.8,0.0275,69.7,15.3,11.18
Tablet Coating Room,Pharmaceutical,34.3,18.2,69.3,0.0278,70.8,10.7,11.25
Tablet Coating Room,Pharmaceutical,34.6,17.5,69.0,0.0267,71.9,14.9,11.32
Tablet Coating Room,Pharmaceutical,35.3,19.1,68.1,0.0329,73.0,17.6,11.4
Tablet Coating Room,Pharmaceutical,33.2,21.2,70.1,0.037,75.1,14.3,11.48
Tablet Coating Room,Pharmaceutical,35.1,20.5,70.1,0.024,73.5,13.5,11.55
Tablet Coating Room,Pharmaceutical,37.5,20.7,68.7,0.0291,69.1,20.1,11.62
Tablet Coating Room,Pharmaceutical,35.2,20.4,72.0,0.0326,70.1,17.5,11.7
Tablet Coating Room,Pharmaceutical,38.5,22.3,65.6,0.0459,74.4,12.7,11.77
Tablet Coating Room,Pharmaceutical,37.0,25.1,68.4,0.037,72.4,15.5,11.85
Tablet Coating Room,Pharmaceutical,38.4,23.4,72.8,0.0334,68.4,14.2,11.93
Sterile Fill & Finish,Pharmaceutical,24.2,16.3,71.2,0.039,70.7,8.9,0.0
Sterile Fill & Finish,Pharmaceutical,21.8,13.7,70.5,0.018,70.6,6.9,0.08
Sterile Fill & Finish,Pharmaceutical,22.0,11.7,73.0,0.0185,68.6,9.4,0.15
Sterile Fill & Finish,Pharmaceutical,22.2,12.5,72.1,0.0196,70.4,9.3,0.22
Sterile Fill & Finish,Pharmaceutical,24.5,10.9,70.4,0.0127,70.7,9.8,0.3
Sterile Fill & Finish,Pharmaceutical,22.5,10.4,72.3,0.0131,69.9,12.3,0.38
Sterile Fill & Finish,Pharmaceutical,23.9,16.1,71.3,0.026,70.6,13.0,0.45
Sterile Fill & Finish,Pharmaceutical,24.1,15.8,71.8,0.0306,71.1,9.3,0.52
Sterile Fill & Finish,Pharmaceutical,25.7,12.6,71.5,0.0115,72.3,10.5,0.6
Sterile Fill & Finish,Pharmaceutical,25.4,13.0,73.0,0.0311,69.6,7.3,0.68
Sterile Fill & Finish,Pharmaceutical,25.8,15.6,72.3,0.0144,72.1,12.2,0.75
Sterile Fill & Finish,Pharmaceutical,24.3,15.0,71.6,0.0239,70.9,10.2,0.83
Sterile Fill & Finish,Pharmaceutical,25.7,15.7,72.0,0.0195,70.1,9.6,0.9
Sterile Fill & Finish,Pharmaceutical,23.5,9.2,68.1,0.0139,68.4,8.8,0.98
Sterile Fill & Finish,Pharmaceutical,24.7,7.1,72.1,0.0243,68.3,9.3,1.05
Sterile Fill & Finish,Pharmaceutical,25.9,11.1,73.9,0.0292,68.2,8.5,1.12
Sterile Fill & Finish,Pharmaceutical,23.7,12.5,72.9,0.0175,73.6,10.5,1.2
Sterile Fill & Finish,Pharmaceutical,26.1,12.6,73.4,0.0268,69.6,11.3,1.27
Sterile Fill & Finish,Pharmaceutical,28.0,17.1,71.5,0.021,70.0,14.1,1.35
Sterile Fill & Finish,Pharmaceutical,28.4,9.4,71.6,0.0198,71.0,9.3,1.42
Sterile Fill & Finish,Pharmaceutical,28.1,12.8,74.0,0.0212,69.2,12.8,1.5
Sterile Fill & Finish,Pharmaceutical,24.9,15.4,73.7,0.034,70.3,5.1,1.58
Sterile Fill & Finish,Pharmaceutical,25.6,8.1,73.6,0.0151,69.5,10.3,1.65
Sterile Fill & Finish,Pharmaceutical,26.9,9.3,73.5,0.027,72.2,9.8,1.72
Sterile Fill & Finish,Pharmaceutical,30.4,12.2,75.1,0.0273,69.9,7.6,1.8
Sterile Fill & Finish,Pharmaceutical,26.6,4.3,73.5,0.0175,70.8,11.5,1.88
Sterile Fill & Finish,Pharmaceutical,25.5,12.6,75.6,0.0267,67.1,8.6,1.95
Sterile Fill & Finish,Pharmaceutical,26.2,4.7,73.3,0.0223,73.7,9.9,2.03
Sterile Fill & Finish,Pharmaceutical,25.9,8.8,77.6,0.0191,70.1,11.2,2.1
Sterile Fill & Finish,Pharmaceutical,26.8,4.3,74.7,0.0155,68.4,10.2,2.17
Sterile Fill & Finish,Pharmaceutical,28.0,7.0,74.8,0.0206,73.1,7.6,2.25
Sterile Fill & Finish,Pharmaceutical,27.9,5.0,73.0,0.0207,70.7,7.6,2.33
Sterile Fill & Finish,Pharmaceutical,29.4,4.8,72.6,0.0141,71.0,5.0,2.4
Sterile Fill & Finish,Pharmaceutical,30.1,8.1,73.5,0.0124,72.6,9.2,2.47
Sterile Fill & Finish,Pharmaceutical,27.8,4.1,72.5,0.0161,70.1,9.0,2.55
Sterile Fill & Finish,Pharmaceutical,29.2,4.5,76.8,0.0228,68.5,5.0,2.62
Sterile Fill & Finish,Pharmaceutical,28.8,3.3,74.1,0.0227,71.0,5.7,2.7
Sterile Fill & Finish,Pharmaceutical,29.1,3.0,75.2,0.0278,69.2,6.2,2.78
Sterile Fill & Finish,Pharmaceutical,30.4,0.0,77.5,0.0107,68.0,9.6,2.85
Sterile Fill & Finish,Pharmaceutical,27.6,4.1,76.2,0.0212,72.7,10.1,2.92
Sterile Fill & Finish,Pharmaceutical,29.2,4.8,75.9,0.0178,70.6,5.0,3.0
Sterile Fill & Finish,Pharmaceutical,28.5,3.1,74.6,0.016,71.7,6.3,3.07
Sterile Fill & Finish,Pharmaceutical,29.5,2.3,77.4,0.027,67.1,6.9,3.15
Sterile Fill & Finish,Pharmaceutical,27.5,4.9,78.5,0.0185,70.0,5.0,3.22
Sterile Fill & Finish,Pharmaceutical,29.1,2.8,74.8,0.0193,70.2,5.5,3.3
Sterile Fill & Finish,Pharmaceutical,29.2,0.8,78.2,0.0179,66.2,6.3,3.38
Sterile Fill & Finish,Pharmaceutical,27.3,2.0,75.6,0.0236,69.7,5.0,3.45
Sterile Fill & Finish,Pharmaceutical,27.6,8.0,72.6,0.0158,68.8,5.0,3.53
Sterile Fill & Finish,Pharmaceutical,26.4,4.2,77.2,0.0309,70.3,5.0,3.6
Sterile Fill & Finish,Pharmaceutical,28.7,8.0,76.4,0.0327,72.3,7.6,3.68
Sterile Fill & Finish,Pharmaceutical,29.0,5.0,75.8,0.0263,68.9,8.9,3.75
Sterile Fill & Finish,Pharmaceutical,29.2,4.8,73.1,0.0218,70.2,6.6,3.82
Sterile Fill & Finish,Pharmaceutical,27.1,5.9,75.5,0.0289,71.9,8.6,3.9
Sterile Fill & Finish,Pharmaceutical,27.6,3.5,76.7,0.0212,71.8,7.1,3.97
Sterile Fill & Finish,Pharmaceutical,27.4,6.0,74.2,0.0199,64.4,6.5,4.05
Sterile Fill & Finish,Pharmaceutical,26.6,2.9,75.4,0.0229,70.8,5.3,4.12
Sterile Fill & Finish,Pharmaceutical,24.8,7.6,73.9,0.0305,70.2,6.1,4.2
Sterile Fill & Finish,Pharmaceutical,27.3,0.9,76.9,0.0182,68.7,7.4,4.28
Sterile Fill & Finish,Pharmaceutical,28.0,4.9,73.5,0.0176,68.4,5.6,4.35
Sterile Fill & Finish,Pharmaceutical,27.5,7.9,74.6,0.0281,69.3,6.6,4.43
Sterile Fill & Finish,Pharmaceutical,27.9,9.3,74.9,0.0189,69.3,10.3,4.5
Sterile Fill & Finish,Pharmaceutical,27.0,5.0,73.0,0.0148,72.5,11.1,4.57
Sterile Fill & Finish,Pharmaceutical,25.0,5.0,71.8,0.0304,72.5,11.8,4.65
Sterile Fill & Finish,Pharmaceutical,28.7,6.1,74.4,0.015,69.4,9.5,4.72
Sterile Fill & Finish,Pharmaceutical,26.0,10.3,73.0,0.0192,70.7,5.5,4.8
Sterile Fill & Finish,Pharmaceutical,26.6,5.3,74.2,0.0262,70.8,13.2,4.88
Sterile Fill & Finish,Pharmaceutical,24.9,6.5,72.9,0.0237,66.8,9.1,4.95
Sterile Fill & Finish,Pharmaceutical,24.3,8.5,73.7,0.0231,71.4,11.1,5.03
Sterile Fill & Finish,Pharmaceutical,24.7,10.4,72.4,0.0171,73.5,12.8,5.1
Sterile Fill & Finish,Pharmaceutical,23.6,9.5,73.1,0.0157,70.3,11.5,5.18
Sterile Fill & Finish,Pharmaceutical,23.7,10.7,71.4,0.0141,71.2,11.8,5.25
Sterile Fill & Finish,Pharmaceutical,22.3,8.7,70.8,0.0183,69.6,12.3,5.32
Sterile Fill & Finish,Pharmaceutical,25.1,13.4,74.2,0.0191,74.0,9.3,5.4
Sterile Fill & Finish,Pharmaceutical,25.8,9.1,72.8,0.0187,67.4,12.3,5.47
Sterile Fill & Finish,Pharmaceutical,24.2,18.4,70.7,0.0187,68.3,8.9,5.55
Sterile Fill & Finish,Pharmaceutical,24.3,6.9,69.9,0.0208,73.8,10.3,5.62
Sterile Fill & Finish,Pharmaceutical,24.1,11.8,71.4,0.0139,67.5,13.7,5.7
Sterile Fill & Finish,Pharmaceutical,21.2,8.4,71.4,0.0191,67.9,14.4,5.78
Sterile Fill & Finish,Pharmaceutical,21.3,12.3,70.5,0.0173,72.0,14.6,5.85
Sterile Fill & Finish,Pharmaceutical,20.7,11.0,68.1,0.0259,68.6,8.4,5.93
Sterile Fill & Finish,Pharmaceutical,21.1,13.8,70.3,0.0301,70.0,13.9,6.0
Sterile Fill & Finish,Pharmaceutical,22.7,14.6,69.1,0.0218,69.6,13.9,6.07
Sterile Fill & Finish,Pharmaceutical,21.5,11.8,68.5,0.0184,69.4,17.4,6.15
Sterile Fill & Finish,Pharmaceutical,19.9,13.0,69.9,0.0115,73.1,14.6,6.23
Sterile Fill & Finish,Pharmaceutical,20.4,13.6,71.2,0.0184,71.4,14.4,6.3
Sterile Fill & Finish,Pharmaceutical,21.3,11.5,69.3,0.0235,70.5,9.7,6.38
Sterile Fill & Finish,Pharmaceutical,22.2,11.9,67.7,0.0228,68.3,13.5,6.45
Sterile Fill & Finish,Pharmaceutical,18.7,16.4,68.2,0.0166,71.7,8.4,6.52
Sterile Fill & Finish,Pharmaceutical,20.5,12.4,67.6,0.0208,72.8,15.5,6.6
Sterile Fill & Finish,Pharmaceutical,20.5,9.1,65.2,0.023,69.8,16.3,6.68
Sterile Fill & Finish,Pharmaceutical,19.6,16.4,67.4,0.0168,69.5,14.6,6.75
Sterile Fill & Finish,Pharmaceutical,19.4,9.1,68.0,0.0229,70.0,7.9,6.82
Sterile Fill & Finish,Pharmaceutical,20.5,11.7,70.4,0.0249,69.0,12.8,6.9
Sterile Fill & Finish,Pharmaceutical,18.5,13.8,66.7,0.0234,68.7,10.0,6.98
Sterile Fill & Finish,Pharmaceutical,18.5,11.1,69.4,0.0111,72.5,10.8,7.05
Sterile Fill & Finish,Pharmaceutical,18.0,12.1,67.9,0.0177,76.8,10.5,7.12
Sterile Fill & Finish,Pharmaceutical,18.3,8.3,66.7,0.0323,69.2,14.7,7.2
Sterile Fill & Finish,Pharmaceutical,18.2,8.9,66.3,0.0226,67.5,15.1,7.27
Sterile Fill & Finish,Pharmaceutical,18.2,13.2,66.7,0.0164,69.4,8.1,7.35
Sterile Fill & Finish,Pharmaceutical,18.0,8.6,66.1,0.0164,71.0,9.8,7.43
Sterile Fill & Finish,Pharmaceutical,18.0,7.3,67.2,0.0105,73.3,14.1,7.5
Sterile Fill & Finish,Pharmaceutical,18.0,6.0,65.6,0.0112,71.9,12.4,7.57
Sterile Fill & Finish,Pharmaceutical,18.0,9.7,67.7,0.0216,69.4,8.2,7.65
Sterile Fill & Finish,Pharmaceutical,18.0,10.2,65.9,0.0138,71.7,10.2,7.73
Sterile Fill & Finish,Pharmaceutical,18.0,6.3,69.0,0.0164,68.7,11.0,7.8
Sterile Fill & Finish,Pharmaceutical,18.0,5.9,65.0,0.0224,71.5,7.5,7.88
Sterile Fill & Finish,Pharmaceutical,18.0,11.0,64.4,0.0116,68.5,9.9,7.95
Sterile Fill & Finish,Pharmaceutical,18.0,9.5,67.0,0.0206,66.8,9.9,8.02
Sterile Fill & Finish,Pharmaceutical,18.0,7.6,64.4,0.0172,68.8,11.2,8.1
Sterile Fill & Finish,Pharmaceutical,18.0,7.6,66.5,0.016,69.7,7.0,8.18
Sterile Fill & Finish,Pharmaceutical,18.7,4.2,63.7,0.0214,70.0,8.0,8.25
Sterile Fill & Finish,Pharmaceutical,18.0,7.2,65.5,0.0251,68.0,7.7,8.32
Sterile Fill & Finish,Pharmaceutical,18.0,10.6,63.3,0.0263,67.7,13.6,8.4
Sterile Fill & Finish,Pharmaceutical,18.0,2.1,64.9,0.0257,72.9,7.3,8.48
Sterile Fill & Finish,Pharmaceutical,18.0,0.0,67.1,0.0179,71.7,10.7,8.55
Sterile Fill & Finish,Pharmaceutical,18.0,8.8,66.2,0.0182,67.6,6.5,8.62
Sterile Fill & Finish,Pharmaceutical,18.0,1.3,64.1,0.0129,71.6,8.3,8.7
Sterile Fill & Finish,Pharmaceutical,18.0,0.0,63.3,0.0173,69.5,11.7,8.77
Sterile Fill & Finish,Pharmaceutical,18.0,4.1,65.0,0.0206,71.9,7.3,8.85
Sterile Fill & Finish,Pharmaceutical,18.0,3.5,65.3,0.0152,70.9,11.2,8.93
Sterile Fill & Finish,Pharmaceutical,18.0,8.5,65.1,0.0145,68.8,10.5,9.0
Sterile Fill & Finish,Pharmaceutical,18.0,0.0,65.0,0.0125,71.7,5.0,9.07
Sterile Fill & Finish,Pharmaceutical,18.0,0.0,65.2,0.0214,70.6,8.4,9.15
Sterile Fill & Finish,Pharmaceutical,18.0,2.9,67.8,0.0253,68.1,9.5,9.23
Sterile Fill & Finish,Pharmaceutical,18.0,3.7,67.0,0.0224,73.1,12.8,9.3
Sterile Fill & Finish,Pharmaceutical,18.0,5.2,67.0,0.0197,67.5,5.0,9.38
Sterile Fill & Finish,Pharmaceutical,18.0,4.1,63.6,0.0233,67.1,8.9,9.45
Sterile Fill & Finish,Pharmaceutical,18.0,2.2,68.4,0.0063,68.2,8.4,9.52
Sterile Fill & Finish,Pharmaceutical,18.0,7.2,64.6,0.0267,67.2,7.4,9.6
Sterile Fill & Finish,Pharmaceutical,18.0,5.5,66.8,0.0147,73.5,7.2,9.68
Sterile Fill & Finish,Pharmaceutical,18.0,0.0,64.8,0.0247,72.3,6.1,9.75
Sterile Fill & Finish,Pharmaceutical,18.0,5.0,63.9,0.0158,70.5,7.2,9.82
Sterile Fill & Finish,Pharmaceutical,18.0,2.5,64.4,0.0126,71.3,8.3,9.9
Sterile Fill & Finish,Pharmaceutical,18.0,6.1,67.4,0.0127,72.2,11.3,9.98
Sterile Fill & Finish,Pharmaceutical,18.0,7.2,64.7,0.0097,72.0,9.8,10.05
Sterile Fill & Finish,Pharmaceutical,18.0,9.8,68.6,0.0198,71.0,12.1,10.12
Sterile Fill & Finish,Pharmaceutical,18.0,5.2,69.6,0.0188,71.0,9.5,10.2
Sterile Fill & Finish,Pharmaceutical,18.0,6.9,67.6,0.0207,72.4,8.7,10.27
Sterile Fill & Finish,Pharmaceutical,18.0,7.6,68.2,0.0056,71.0,11.6,10.35
Sterile Fill & Finish,Pharmaceutical,18.0,3.1,66.3,0.0159,72.0,12.5,10.43
Sterile Fill & Finish,Pharmaceutical,19.1,10.0,66.6,0.0252,70.3,9.9,10.5
Sterile Fill & Finish,Pharmaceutical,18.0,6.9,68.0,0.0086,69.4,9.0,10.57
Sterile Fill & Finish,Pharmaceutical,18.0,6.7,67.0,0.0184,71.2,10.2,10.65
Sterile Fill & Finish,Pharmaceutical,20.0,7.0,67.4,0.0179,73.6,9.8,10.73
Sterile Fill & Finish,Pharmaceutical,18.0,6.6,66.3,0.0202,67.7,10.9,10.8
Sterile Fill & Finish,Pharmaceutical,19.2,7.8,67.5,0.0203,72.2,14.3,10.88
Sterile Fill & Finish,Pharmaceutical,19.4,7.8,66.6,0.0167,71.3,13.2,10.95
Sterile Fill & Finish,Pharmaceutical,18.0,9.5,67.8,0.0191,71.4,13.9,11.02
Sterile Fill & Finish,Pharmaceutical,18.0,9.5,68.2,0.0196,71.6,14.0,11.1
Sterile Fill & Finish,Pharmaceutical,18.5,10.2,72.7,0.0197,68.5,13.4,11.18
Sterile Fill & Finish,Pharmaceutical,18.9,10.5,69.0,0.0256,67.8,14.9,11.25
Sterile Fill & Finish,Pharmaceutical,19.9,11.4,69.8,0.0142,71.3,15.5,11.32
Sterile Fill & Finish,Pharmaceutical,22.6,9.6,68.7,0.0238,71.4,14.5,11.4
Sterile Fill & Finish,Pharmaceutical,19.0,9.0,69.5,0.0223,68.3,12.9,11.48
Sterile Fill & Finish,Pharmaceutical,22.6,8.4,70.7,0.0127,71.3,13.8,11.55
Sterile Fill & Finish,Pharmaceutical,21.3,10.5,69.3,0.0189,71.7,14.2,11.62
Sterile Fill & Finish,Pharmaceutical,18.8,11.6,68.5,0.0197,67.3,14.1,11.7
Sterile Fill & Finish,Pharmaceutical,21.8,14.2,68.2,0.0115,68.7,16.5,11.77
Sterile Fill & Finish,Pharmaceutical,20.8,14.1,70.3,0.0248,74.2,12.2,11.85
Sterile Fill & Finish,Pharmaceutical,20.6,16.1,68.9,0.015,69.6,17.4,11.93
Cytotoxic Drug Lab,Pharmaceutical,46.8,83.2,75.0,0.2719,102.0,11.9,0.0
Cytotoxic Drug Lab,Pharmaceutical,47.7,79.8,74.3,0.2723,105.6,15.0,0.08
Cytotoxic Drug Lab,Pharmaceutical,50.5,85.2,74.4,0.2714,106.8,11.5,0.15
Cytotoxic Drug Lab,Pharmaceutical,51.2,77.8,70.3,0.2748,106.7,11.1,0.22
Cytotoxic Drug Lab,Pharmaceutical,54.2,77.4,75.0,0.2596,105.9,10.6,0.3
Cytotoxic Drug Lab,Pharmaceutical,57.3,86.5,76.6,0.2815,106.8,12.2,0.38
Cytotoxic Drug Lab,Pharmaceutical,56.8,81.7,76.8,0.2789,106.1,13.1,0.45
Cytotoxic Drug Lab,Pharmaceutical,60.9,81.8,73.7,0.2719,105.4,10.8,0.52
Cytotoxic Drug Lab,Pharmaceutical,64.2,79.8,76.0,0.2683,103.0,11.6,0.6
Cytotoxic Drug Lab,Pharmaceutical,66.0,77.2,76.9,0.2724,105.7,14.6,0.68
Cytotoxic Drug Lab,Pharmaceutical,67.9,79.0,75.2,0.2774,104.8,14.6,0.75
Cytotoxic Drug Lab,Pharmaceutical,71.0,73.2,72.2,0.2764,107.1,13.8,0.83
Cytotoxic Drug Lab,Pharmaceutical,71.7,75.9,75.4,0.2741,108.8,10.7,0.9
Cytotoxic Drug Lab,Pharmaceutical,73.2,72.0,78.2,0.2688,104.3,12.9,0.98
Cytotoxic Drug Lab,Pharmaceutical,77.3,69.4,77.0,0.2729,109.2,12.1,1.05
Cytotoxic Drug Lab,Pharmaceutical,79.0,63.6,74.6,0.2835,109.4,11.0,1.12
Cytotoxic Drug Lab,Pharmaceutical,80.5,59.5,75.4,0.2882,111.1,14.1,1.2
Cytotoxic Drug Lab,Pharmaceutical,84.0,62.2,74.5,0.2829,110.2,15.3,1.27
Cytotoxic Drug Lab,Pharmaceutical,83.2,54.9,75.0,0.2813,105.3,11.9,1.35
Cytotoxic Drug Lab,Pharmaceutical,85.4,52.5,77.1,0.2848,111.3,17.2,1.42
Cytotoxic Drug Lab,Pharmaceutical,86.7,48.5,78.3,0.2883,105.6,13.9,1.5
Cytotoxic Drug Lab,Pharmaceutical,89.4,39.4,79.1,0.2815,108.5,14.2,1.58
Cytotoxic Drug Lab,Pharmaceutical,91.6,35.7,77.8,0.2844,107.0,15.7,1.65
Cytotoxic Drug Lab,Pharmaceutical,91.0,35.6,76.7,0.2813,108.3,11.0,1.72
Cytotoxic Drug Lab,Pharmaceutical,92.0,24.7,79.5,0.2939,109.0,15.4,1.8
Cytotoxic Drug Lab,Pharmaceutical,92.0,26.0,79.1,0.2862,108.1,13.4,1.88
Cytotoxic Drug Lab,Pharmaceutical,92.0,20.1,79.4,0.2861,108.3,9.0,1.95
Cytotoxic Drug Lab,Pharmaceutical,92.0,13.7,79.7,0.2783,109.7,14.7,2.03
Cytotoxic Drug Lab,Pharmaceutical,92.0,8.2,78.6,0.2906,110.5,11.4,2.1
Cytotoxic Drug Lab,Pharmaceutical,92.0,7.1,76.9,0.2817,106.9,13.1,2.17
Cytotoxic Drug Lab,Pharmaceutical,92.0,5.3,78.8,0.2793,108.4,14.2,2.25
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.2,77.3,0.2843,105.9,14.3,2.33
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,81.3,0.2964,107.6,14.2,2.4
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,77.9,0.2933,109.7,15.6,2.47
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.7,0.2843,109.5,16.6,2.55
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,75.8,0.2931,108.6,11.9,2.62
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.7,0.2902,110.6,10.1,2.7
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,81.7,0.2984,104.5,16.6,2.78
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,79.2,0.2802,107.2,13.2,2.85
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.8,0.2911,107.3,11.9,2.92
